Coach	11100000100110000010101110011110111011000	4
races	1110000010011000001110001111101010011011000	4
Western	1110000010011000001111001010100011101110011101101	3
Boise	1110000010011000001110001100111110110100	3
Presidential	1110000010011000001110110110110100110000010011100	3
reporter	111000001001100000101110100011110001000011	3
Three	1110000010011000001111011001111001111100	3
unit	111000001001110000010101100111000110	3
opponents	1110000010011010111001011000101111	3
brings	111000001001100000110001101111000	3
provincial	111000001001100000111000001110000100001	3
feature	111000001001111110011000000011101	3
wins	1110000010011000001010111001111011101101	3
Another	111000001001100000110011011110011000	3
silver	11100000100110000100010001000100111101110	3
foundation	1110000010011000001110101011100111	3
Paul	111000001001100010000000111001010110	3
levels	1110000010011000001010100011111111111100001	3
1970s	11100000100110010010111111010010	3
collapse	111000001001100000111001001011111101100100010100	3
Victory	111000001001100000111101010111101101	3
affairs	1110000010011000001110100101000110001	3
antitrust	1110000010011000001001001101011100	3
camp	1110000010011011101110111001101	3
Bullock	1110000010011000001010111101010000110110011011100110	3
nature	1110000010011000001000010111110111011	3
extent	11100000100110001000000011100101010	3
demanded	1110000010011000001110001000110111101101011	3
eastern	111000001001100000111101010100101001011001001000	3
replace	111000001001100000111011011000101	3
defensive	1110000010011000001111001010100011101110011101100	3
First	111000001001100000101110011000111001010	3
dollars	111000001001100000111101010001001101111010	3
son	1110000010011010101001111011101	3
magazines	111000001001100000100011010000000110000111011	3
Korean	111000001001101001010101111011	3
'd	1110000010011011111011011011000111011	3
push	11100000100110000011110100100010101010001	3
overturned	1110000010011000011011110001100011	3
choice	11100000100110000101011000100110011011000111110000	3
settle	111000001001101111000010010	3
speculation	111000001001100000111000110011111011011	3
positive	11100000100110001111001110001010	3
opposed	111000001001100000111101100111100111111	3
values	111000001001100000111000001010001000011110	3
Matamoros	11100000100110000001111011111111111011001	3
unveiled	11100000100111000001000001000	3
natural	1110000010011000000010100001100110101000001	3
truce	1110000010011000001100101001001010	3
troubled	1110000010011000001011100100101100101101010110111000101	3
civilian	1110000010011000001111011001010010010011	3
matched	1110000010011011101101011100	3
square	111000001001100000111011111100010001110011	3
Snyder	111000001001100000101010001111011101000	3
Anwar	111000001001101011100101100010110	3
aboard	11100000100110000011101111000100100111100111	3
Royal	11100000100110000011110110000110001111111011	3
argument	111000001001100111100110101100000	3
saw	11100000100110000011101000101011	3
3	1110000010011100000101011001110101	3
Sikhs	111000001001101111100000101010	3
worried	1110000010011000001111001100000111001101	3
worries	11100000100110000010100100100010	3
jumped	1110000010011101111000010110000	3
representatives	11100000100110000011100101111011100011110101	3
Securities	111000001001110000100001101010001001	3
residence	11100000100110000011100011011010111011111	3
west	111000001001100000111101111101110100101100001	3
newspaper	1110000010011000001111011111011101000110011	3
May	1110000010011000001111000010101110000001010010	3
211	111000001001110000011000101	3
thinks	111000001001100000101010010110001101	3
retains	1110000010011000001001111110111001010000000	3
Revolution	1110000010011000001110111100001100010010001	3
complete	1110000010011000001010010010100101	3
vehicles	111000001001100001101111000110000	3
How	111000001000100011101110001	3
Lehane	11100000100110000001110001101100101001	3
cable	11100000100110000010000100010011100011	3
Citigroup	111000001001100000110111101100100101110	3
undecided	11100000100110000011101101111111001111110	3
Kuwait	111000001001111011000011111001	3
Shiite	111000001001100000111001010000100000111111	3
door	111000001001100000111101101110001100011111001110	3
Conference	1110000010011000001010100111101000111111100100	3
fundamental	1110000010011000000101011011100011	3
colleague	11100000100110000011110010100111110001011	3
driven	11100000100110000100110100001010	3
demonstrations	11100000100110100101101110	3
ranch	11100000100110000010100001111110101100111	3
Club	111000001001100000011101111110011001	3
internal	1110000010011000001000111101101000101101010	3
Arebalo	1110000010011000000111101111111111101101	3
Palestine	1110000010011000001100000001111111111100001	3
closely	111000001001100000111100100011101001111111010011	3
activists	11100000100110100100110101011110110	3
Hollinger	11100000100110000011111100111000	3
Saudi	1110000010011000001111010001101111101000	3
rules	111000001001100000111100100011000100011100001	3
Then	111000001001100010100001000000011011	3
arrests	1110000010011000101011110111000011	3
-controlled	11100000100110000011100100100101110011011001	3
surprised	1110000010011101010110111	3
Or	1110000010011000001100010100000101011101101000	3
formal	11100000100110000010101101000010111110	3
NEW	1110000010011100010100101110000	3
Tech	1110000010011000010100110011110001	3
deductions	111000001001100000100011110010010010100100100	3
Office	111000001001100000100010001000101010101001	3
Jeff	11100000100110010000011101100010001100	3
Texans	1110000010011000001110111100100101001011	3
influence	111000001001100000111101000101100011011101110011	3
provided	1110000010011000001001000011011011	3
prosecution	1110000010011000001110010111010110101101000010101	3
Sanctions	11100000100110000011110111100100110	3
fewer	11100000100110000011110000010010101010	3
Manning	11100000100110000011111100010100100111110	3
flowing	11100000100110000011110001101000000001011011110	3
survey	111000001001110001010010111001	3
standing	1110000010011000001110101010111111010	3
illegal	111000001001100000111111010011100001	3
midday	111000001001110111100001011001	3
customer	111000001001100000100011110110100010110100	3
animals	111000001001100000100111111011100101000001	3
delay	1110000010011000001111011111010011	3
robot	1110000010011001000111111000011100100	3
motorcycle	111000001001100000100011010000000110011	3
2000-10-21	111000001100100101100010000111011100000110001001	3
2000-10-23	11100000110010010111100000	3
Arkansas	111000001001100000101001010011011001111011	3
owned	111000001001100000100011110001011010111001000101101	3
owner	1110000010011000001110001101101011101110	3
enforcement	111000001001100000101001111101011001	3
defending	111000001001100000110010011101110011011100110110	3
resigned	111000001001100000111000100001010010000011	3
Weather	111000001001100000101010100001111000	3
Asked	111000001001100000101010011110011111100011101	3
stronger	111000001001110010001101001010	3
face	11100000100110001111001110001011	3
means	1110000010011000001001111100111111010	3
Once	1110000010011000001110111101111111100	3
taxes	11100000100110000010001111001001001010010011	3
Afghanistan	1110000010011000001110010110100000110011010	3
PC	11100000100111000001010110011100010	3
ends	1110000010011000001111010010001010101001	3
willing	11100000100110000011101010011101	3
outbreak	1110000010011100001111101010	3
Company	11100000100111011110000101101	3
Speaking	1110000010011000001000100010111101100110	3
contested	111000001001100000111000111110010	3
2000-10-07	111000001100100101100010001001001	3
avoid	1110000010011000001000111100100100101001000	3
Inside	11100000100110000010101001100000000011110100110111101	3
lung	11100000100110010101111010010001	3
roads	111000001001101001001101010100	3
Well	111000001001100001000001001111101100	3
places	11100000100110111101110011101110	3
recognize	111000001001100000110000110000010011010101000001	3
mansion	11100000100110000010001000111101110	3
voted	111000001001100000111001001010110010110	3
above	11100000100110000010110111110000	3
toll	11100000100110000011110101000100110110011	3
protection	11100000100110000011110000011000001011100111101	3
celebration	1110000010011001001110001101111110	3
Queen	11100000100110000011110100010110001101110111000	3
regulatory	111000001001100000111011110111111111	3
negative	1110000010011000111100111000100	3
aware	1110000010011011111110100000110101	3
AT&AMP;T	11100000100110000010000100001010001111010101	3
1993	11100000100110000010001111001001000000	3
recovery	111000001001100000101001110001100000	3
carriers	11100000100111100111001000	3
resignation	11100000100110000101010010100	3
lay	111000001001101111111010101011	3
consent	11100000100110000011100000100011100010100010	3
Judge	1110000010011000001111110001010010011110	3
safe	1110000010011000001001000010100101	3
slavery	11100000100110000010010101110111110010	3
lifted	111000001001100000110001011100011010	3
safety	11100000100110000010101001111001111110001111	3
Meyer	1110000010011000001110001000010100100001	3
Mounties	1110000010011000001111011000001010110011	3
barrier	11100000100110000001111110110100011	3
standard	11100000100110000011111101001110001	3
created	11100000100110000011100000100011110011010	3
Eastern	11100000100110000011110011000100111000001	3
target	1110000010011000001010100010010111001	3
strength	111000001001100000101011100100001101	3
secretary	111000001001100001011000100010100011	3
projections	1110000010011100001110010011	3
tone	1110000010011000001001001110011011010011	3
Sculptress	111000001001100001000000110000000111	3
demonstration	11100000100110000001000101100000010111	3
blamed	11100000100110000100110111110100010	3
Border	1110000010011110111010011011101001000011	3
photo	111000001001100000100001001010101110	3
spread	111000001001100000111000110110101110110	3
comments	11100000100110000010101110010000111010001	3
asking	1110000010011000001110010010010111001101101	3
Let	11100000100110001011110001100010	3
lowest	11100000100110000011110000000100011001111	3
promised	111000001001100000111000100101101010	3
holding	11100000100110000011100101101000001100111	3
seeing	111000001001101111101101101100011100	3
10-year	1110000010011000001110001101001110100	3
trouble	1110000010011000001111001100100010101101000000	3
Jersey	111000001001100000111000111110101001101101	3
Mideast	111000001001101111010010111011	3
inauguration	1110000010011000000010011010110111	3
extra	1110000010011000001111000110000111000100111011110011011000	3
rarely	111000001001100000111000001001110011101	3
prove	11100000100110000011110100000111111101	3
envelope	11100000100110000011110111110111010010110001	3
organizations	11100000100110000011110101011110111	3
car	111000001001100100011111100001110011	3
cap	11100000100110010001111110000111000	3
social	11100000100110000011011110110010010110	3
chip	11100000100110000010001010011010100101111010	3
discussion	111000001001100000101011100000000110010010	3
introduce	111000001001100000101011001100100000	3
shown	111000001001100000111010101011111100	3
shows	11100000100110000010101110010000111010000	3
manufacturers	111000001001100000101010001000010001	3
online	1110000010011000001101010110110	3
objective	11100000100110000010001101000000011000011100	3
Unlike	111000001001100000111011100000011011011101	3
title	11100000100110000011001111101000001011101110000	3
Kansas	11100000100110000011110101010010100101100100101	3
Madrazo	11100000100110000001101011000111110	3
sport	11100000100110000001100001001001111110	3
Berlin	11100000100110000011101100111011001011100	3
Johnson	11100000100111001000110100011000	3
passenger	1110000010011110011010111100100	3
Midwest	11100000100110000011110101011000111110101	3
observers	11100000100111000011110100011000110000	3
4-3	11100000100110000101100010001010000	3
document	11100000100110000011110100000111111110	3
constitutional	11100000100110000011101111011111110	3
improvement	11100000100110000010100111000110001	3
recorder	111000001001100000111100001110010101101	3
invested	111000001001100000111100100011100001000110	3
outlook	11100000100110000011100010100100111	3
protests	1110000010011000001110011000100010000100100	3
delayed	11100000100110000011101100111011001011101	3
Jefferson	1110000010011000001001010011100010000010	3
Abdurrahman	11100000100110101000111001	3
valid	111000001001100000101010011110111100011	3
poor	11100000100110000010111010101101000100011010001011111000011	3
overseas	111000001001100000111100011011000100010	3
religious	111000001001100000010101101110000	3
pledged	11100000100110000001111111000011	3
streets	11100000100110111011101110010	3
consumers	11100000100110000010101000100001001	3
losses	1110000010011000010100000110010	3
amount	111000001001100000100100001101100	3
advertising	111000001001100000101010010111101010010101000111	3
suffered	111000001001111010110100101011	3
coalition	1110000010011000001110011011111010100	3
Diaz	1110000010011000001010111001000011101001	3
well-known	1110000010011000001110100010001001110110	3
isn't	111000001001100000100000100000100001001	3
dominated	1110000010011000001010010010000	3
According	11100000100111111010000101101	3
Boston	111000001001100000110101010001011000010000110110	3
sentenced	1110000010011000101101001100111010101	3
Malik	1110000010011000001111011000011000111111100	3
probably	111000001001100000100111110011111100	3
Graham	11100000100110000011110001100100101010011101	3
2000-12-02	111000001100100101100010000111011100000111000001010	3
hackers	11100000100110000010001000100010101101	3
territory	111000001001101001000101101110	3
partly	11100000100110000100010011110010001110000010101110101011111010	3
Late	1110000010011000001011101000111100010101111111	3
conflict	11100000100110000011100010010110100	3
wings	1110000010011001000001110110001000111	3
Little	111000001001100000111011110000010000000	3
describing	1110000010011000000111000110110010101	3
block	111000001001100000111011110000101001011110	3
Their	11100000100110000011110111100001000100111	3
spawning	111000001001100000111100011001100101000010001	3
mobile	111000001001110110011111101	3
department	1110000010011000010011110001111010	3
reportedly	11100000100110000011101101100011	3
requires	1110000010011000001111110100111001	3
details	111000001001100001001111000111100	3
neo-Nazis	11100000100110000011110110011110011110	3
Canadian	111000001001100000111101100001100011111111	3
meant	111000001001100000111100001101010010111	3
verdict	1110000010011000000011111100111011010	3
picked	1110000010011000001111001101110011000	3
believed	111000001001100000101010011110100011111110011	3
2000-12-21	11100000110010010110001000010000000	3
sought	111000001001100000100100001010011	3
McCarthyism	1110000010011000001011010110101101	3
backers	11100000100110000011100110110101100001	3
Miami	111000001001100000111100101010001110111001110111	3
front	11100000100110111110000010100	3
quality	1110000010011000001110111100001010010001	3
privacy	1110000010011000101000010000000111	3
lists	111000001001100000111011001000101010010100111	3
R	11100000100110000011101100100010101001010010	3
Series	111000001001100001001101101011100011	3
issuing	1110000010011000001110111100000110110000011	3
violation	111000001001100010100001000000010	3
120	1110000010011000001110001111001111110111	3
Hague	111000001001100000111001101011111100111	3
Popular	111000001001100000110000000111111111110001	3
Italian	11100000100110000010101001111010001111111000	3
Maschino	11100000100110001000101000101	3
tens	1110000010011010010011010101111010	3
importance	11100000100110000011110100010100111000100	3
Immigration	11100000100110000011000011000001001101010100001	3
smoking	1110000010011000001001000011001	3
appearances	11100000100110000100110001001100110001111	3
Yasser	1110000010011010011011110000100	3
fate	11100000100110000011100110101111110010	3
loss	1110000010011100000101011001110000	3
e-mail	1110000010011000001000010100011010111100	3
strategy	1110000010011000001011011111001	3
California	111000001001100000111100101011111000000	3
north	11100000100110000010100001111110101100110	3
goals	111000001001111001101011110011	3
limit	111000001001100000100101011000110101011	3
functions	111000001001100000101010011110100011111111	3
Geneva	11100000100110000011001010010011	3
offensive	11100000100110000011110010101000111011100111010	3
compete	1110000010011000001001000000000000101	3
Morgan	1110000010011100100011010001101	3
Feduccia	11100000100110000001011011011111011010	3
.200	11100000100110000100110110101110000	3
Russians	1110000010011101110000111100	3
Kain	11100000100110000001001101110000111111	3
Moussa	111000001001100000101001001010011	3
answer	11100000100110000011101110000001101101111	3
attempt	111000001001100000111100000110111101000	3
Ali	1110000010011000001110010111101110001111011	3
crew	111000001001100000101101010001101110	3
victories	1110000010011000001100111110100000101110111001	3
mean	1110000010011000001111011000100011011101100	3
Discovery	1110000010011001000111111000011101	3
crucial	11100000100110000010101001011000111	3
turning	1110000010011000001111000110010010101001111	3
mind	111000001001100000101110010010110010110101011011100011	3
seek	1110000010011000010011011111010000	3
ambassador	111000001001100000111011110101110000011110101000010	3
Others	111000001001100011110011100011	3
Yeltsin	11100000100110000011100100101110000010001000010	3
fields	111000001001100001101000101001010010	3
Over	11100000100111000010000110101000101	3
bad	111000001001100000111011111000110111111011	3
Hospital	1110000010011000001111011001000000010010110000100	3
suggested	111000001001100000111001001001011100110111	3
opportunity	111000001001100000010010100111100	3
Cisco	1110000010011100000101110001010100010011	3
managers	111000001001100000111100110000110101100	3
Ouattara	111000001001100000111011100001010001101010010	3
initial	1110000010011000001000101001101010010111100	3
editor	111000001001100000111011011011010011000001001111	3
Gaza	111000001001100000110010001111000101100	3
faction	1110000010011000001110010010110101000001	3
YORK	1110000010011100010100101111	3
mill	11100000100110000011100000111000111100000	3
praised	11100000100110000011101111100011011111100	3
Atlanta	1110000010011000001101100111110100100	3
targets	111000001001100000111001011101011010110100001011	3
effort	11100000100110000011000000011111111111001	3
council	111000001001100000111011110000110001001001	3
range	111000001001100000111000110100111011	3
chemical	1110000010011000000010101010110	3
neo-Nazi	1110000010011000000100010110000001010	3
interesting	111000001001100001000100111100100011100000101011101010111111	3
She	111000001001100000100011100000101000110	3
developments	1110000010011000001110110011101100101111	3
suspended	111000001001100000110100001101101000	3
J.P.	111000001001110010001101000111	3
Post	111000001001100000111010000000011111100	3
14	11100000100110111110110110110001111	3
gathering	11100000100110000010101110111111111	3
complaints	11100000100110000011100011110100110000011	3
D.	11100000100110000010111010001111000101011110	3
Services	11100000100111110010100110011011001101111111	3
Education	111000001001110001010000010000	3
reading	11100000100110000010101001100111011001111110101001110011	3
FOR	1110000010001100110101111111111110101101011100100000010	3
killing	1110000010011000001100101001000	3
mark	111000001001100000111101100000101011000	3
ongoing	111000001001100000100011011111000000111	3
struggling	11100000100110000011100010101110011010001	3
totally	1110000010011000010001000001111101111000	3
4	11100000100110000011001001011110100	3
Island	1110000010011000001111011111011101001011001	3
chamber	111000001001100000111000111100111111010	3
moderate	11100000100110000011100000111000010001	3
broker	111000001001101001101111000011	3
broken	111000001001101000010011111110000101001	3
island	1110000010011010000111010	3
road	1110000010011000001000110100000001100001111	3
organizers	11100000100111110010100110011011001101111110	3
Rhine-Westphalia	1110000010011000000101101101111101100	3
deadlock	11100000100110000011110110001000110101110011	3
driving	111000001001100000110011111010000010111011101	3
children	111000001001100101100011010100	3
premium	1110000010011111001010011001101100110111110	3
difference	11100000100110000001010110111001	3
Only	11100000100110000011100011111000	3
eye	11100000100110000100000100111110111	3
landed	111000001001100000101011110101000011011001101110010	3
hour	1110000010011000001111011001000000010010110000101	3
guards	1110000010011110111010011011101001000010	3
Calif	1110000010011000001110110010001010100101000	3
acts	1110000010011000001100001100000100110101010001	3
uprising	11100000100110000001000000100100001	3
setback	1110000010011000001010000111111010110010	3
26	111000001001111001110011	3
21	111000001001100000111000001000111000101001	3
Bar	11100000100110000010101001011110101001010100010	3
Music	111000001001100000100011110001011010111001000101100	3
walls	111000001001111011101001101110100100000	3
Amendment	11100000100110000010111001100011100100	3
deteriorated	11100000100110100110111100000	3
mental	1110000010011000101111000110000	3
energy	1110000010011000001111001101110011001	3
park	111000001001100000111100110101100111111001001	3
doctors	111000001001111100101001100110110011011110	3
declare	11100000100110000011011101001001	3
nominee	111000001001100000111011110001100001000	3
murder	11100000100110000011100101000010000011110	3
Virginia	11100000100110000011110010011010010	3
build	11100000100110000001100010011110101101	3
chart	11100000100110001001101001101110101	3
significant	1110000010011000001111001100001011000011100001001011	3
joining	111000001001100000111000100010100101011010100101110101110	3
8	111000001001100000110010010111101111	3
permission	1110000010011000001111011110010010	3
express	1110000010011000001000100000101100010	3
Serbian	111000001001100000111001010100110010000	3
aircraft	11100000100111100110101111000	3
Arafat	1110000010011010011011110001	3
point	1110000010011000001101111011001001010	3
simple	111000001001100000111011110000011011000000	3
understand	111000001001100000111101111101110100101101	3
fun	11100000100110000100000011000000010	3
Roelands	1110000010011000001000010011100010	3
Vicente	1110000010011000000111111011010000	3
deputy	1110000010011000001011101000111100010101110	3
Commons	11100000100110000011100000100111001111	3
matters	11100000100110000010111001001011001011010101101110000	3
delegation	111000001001100100111000110111100	3
eliminate	111000001001100000100100110101111	3
Nothing	11100000100110000011101111000001101100001	3
involving	1110000010011001110010101101	3
Perry	111000001001100000111100011001110001111010	3
opponent	1110000010011000001110111110111110010001	3
hopes	111000001001100000111101001000101010101	3
single	11100000100110001000000011111101	3
Scott	1110000010011000001001010111011111000	3
restraining	111000001001100000111111010011101	3
accuse	1110000010011001100011011	3
Defense	1110000010011000001110111100011110101110101111011	3
31	1110000010011000001110001010010010	3
fourth-quarter	1110000010011000001000100110101001101	3
presidents	11100000100110000011101000000001111111	3
themselves	11100000100110000010100001011101100110001110	3
stone	111000001001100100111000110111110	3
effectively	11100000100110000011110010001000001010000	3
Authorities	11100000100110000011110101000100110111100	3
stock	11100000100111011010100010	3
ABC	11100000100110000010010001010111101111	3
cease-fire	11100000100110000011001000111100010111	3
red	1110000010011000010101100010011001101100011111001	3
visited	111000001001100000101011100100001110101	3
comfortable	111000001001100000111011001000101010010101	3
Citifinancial	11100000100110000010001110000010100010	3
striped	111000001001100001000100111100100011100000101011101010111100	3
calling	11100000100100010101110110100000100100111000010111	3
pattern	11100000100110000010111010001111000100000	3
upbeat	11100000100111011011100001	3
helped	1110000010011000001111011110000100010010	3
match	11100000100110000011101100100010101001011	3
tests	111000001001100000100011010000000110000110	3
host	1110000010011000001110111100111001	3
December	111000001001100100000010010011100	3
1988	1110000010011000001100000001111111111101	3
spacewalk	11100000100110010000011101100010010111110	3
commentators	1110000010011000001110111110001101111111	3
campus	111000001001100000101011010101010110	3
43	11100000100110000110111010001010000	3
41	1110000010011000010011000100110011000110	3
Pennsylvania	111000001001100000111100011001100101000010010	3
limited	111000001001100000001111110011101100	3
ExciteAtHome	1110000010011000001000010000101000111101011	3
Ga	11100000100110110111111	3
changed	1110000010011000001000100011000100000	3
June	111000001001100000110010100101	3
attract	111000001001100000111100011000011100010011101111001101101	3
Japanese	111000001001100000110010010111101110	3
Four	111000001001100000111011110001111110000001100110001010111	3
Holy	111000001001100000101011100111101110111	3
William	1110000010011000001111011111101110110101000	3
already	1110000010011000001010001011000111001111001000001111110	3
adopted	11100000100110000011000101110001100	3
Nielsen	111000001001100000111011111011100100101010010	3
relatively	11100000100110000001010001110011	3
isolated	111000001001100000101000011111101011000	3
plenty	1110000010011000010000110011111111011010	3
metal	111000001001100001000110100110110001101	3
Sarah	1110000010011000001011101010110100010001101000101111100000	3
contacted	11100000100110000011110111110111010010111	3
criticizes	111000001001100000111011110101110000011110101000011	3
Among	111000001001101001100010010011	3
Computer	1110000010011000001000100111000110001110111	3
faces	11100000100110001100010010001011010	3
expense	11100000100110000011010110110100101001	3
suggest	11100000100110000010001111011010001011011	3
drugs	11100000100110000011111101001111	3
teachers	111000001001100000010010100111101	3
Soccer	11100000100110000010010011010110	3
suburb	11100000100110000011001101111001101	3
insisted	11100000100110100110001001000	3
shortly	11100000100110000010000000010101101000	3
cultural	1110000010011000001101110100101	3
Cardinal	111000001001100000101010011001011011000100000	3
ensure	1110000010011000001110000010001111001100	3
primitive	1110000010011000001001111110000001100	3
GEMA	111000001001100000111100001010111000000101000	3
hear	11100000100110000010101101010101010	3
Enantiornithine	11100000100110000010011111101110010100001	3
Dan	1110000010011000001110111100010111010100011111100	3
Debate	1110000010011000001010101011110101011111	3
slowed	11100000100110000011100011010011100	3
October	1110000010011100000100000101	3
These	111000001001100000111100011001001010100110	3
tribunal	1110000010011000001110011010111111000	3
Lebanon	1110000010011000001111010001010101100100001011	3
districts	111000001001100111001010111	3
figure	111000001001100000101110101011010001000110100010111110001	3
counting	11100000100110000011101111000010100101110	3
fourth	1110000010011000001100100011110001010	3
H.	1110000010011000001111011111101110110101001	3
happened	111000001001100000111000100001010110111	3
equality	1110000010011000001111010001011000110111011101	3
attended	1110000010011000001111010001001000110011000	3
swing	11100000100110000011101111000010000011010100111	3
returns	1110000010011000001000111100100100001	3
releases	1110000010011000001000100011000100001	3
wide	1110000010011000001111000000000000110111010	3
emphasis	1110000010011000001000111101101000101100	3
-style	11100000100110000011101111000001001101100011	3
detective	111000001001100101101101000101	3
crime	11100000100110000010101110000000011001000	3
Louis	11100000100110000011101101101101001100000100110	3
arrival	111000001001100100111000110111101	3
cities	111000001001100000111011110000101001001	3
duty	1110000010011000001100110111100111	3
bowl	11100000100110000010101000111101110101	3
bodies	1110000010011000001111010100010011011000	3
communicate	111000001001100000111110101000011100101	3
stand	11100000100110000010110101000110110	3
Eddington	111000001001100000111100100111100011100	3
ladies	1110000010011000001111010001001000110011001	3
rising	1110000010011000001111010100010011011111	3
slowdown	1110000010011100101101101101010	3
4.9	1110000010011110011010111101	3
Vladimir	11100000100110000011100100100101110011010	3
includes	1110000010011000001111001010100011101110011100	3
Bashar	11100000100110000011011000100111	3
lack	11100000100110000011101111010111000001111010100000	3
activities	111000001001100000111100100111100011101	3
Capellas	1110000010011000001111000110101000011	3
Chase	11100000100110000011110000011011110101	3
allows	11100000100110000010001101111100000010	3
Danneels	11100000100110000010101001100101101100010001	3
backed	11100000100110000011100100101011001010	3
converters	11100000100110010000011101100010010111111	3
commercially	11100000100110000011110001100111000111100	3
Day	111000001001100000111101111110111011010101	3
challenging	11100000100110000010100111110101101	3
breaking	111000001001100000110111101100100100	3
Guei	11100000100110010000001001001111	3
resort	1110000010011000001010100101100010	3
Scottish	11100000100110000011100101110101101011010000100	3
2000-12-11	111000001100100101100010000111011100000111001101001111001101010100001	3
Zaanoun	111000001001100000110010110100011	3
radical	111000001001100000111000001100111110111001110	3
traveled	1110000010011000001010110101010100	3
Larry	1110000010011000001010100110010110110001001	3
passed	11100000100110000010101001111010100111011000110	3
$1	111000001001110000010100101000011	3
double	11100000100110000011001111101000001011101111	3
finding	11100000100110000000111111001110111	3
shareholder	111000001001100000111100100100011001101011110	3
seasons	111000001001100000111010001000100111010	3
Forrester	111000001001100000111101111101110100011000	3
penalty	11100000100110000011101110010000100111010	3
During	1110000010011000001000000011110	3
first-round	111000001001101110010100100011011100	3
Dinkic	111000001001100000111001111111101101110010	3
disappointing	111000001001100000100010100110101001011111	3
currents	1110000010011000001010000101110110011000110	3
9	11100000100110100100000000	3
Front	111000001001100000110000000111111111111	3
lending	1110000010011000001000111000001010000	3
Archaeopteryx	111000001001100000100111111000000111	3
Yemen	1110000010011110110000111111	3
province	111000001001101001001101010111100	3
Channel	111000001001100000101010100001111001	3
Every	11100000100110010111111011	3
files	1110000010011000001000110111110000000	3
coordinator	111000001001100000111100101010001110111001111	3
Department	11100000100111110010100110011011001101110	3
adjustment	1110000010011111001000110010	3
pleas	11100000100110001011001111111000	3
makers	11100000100110000011110000110101001010	3
gubernatorial	11100000100110000011101111000111111000000110011000101010	3
larger	11100000100110000011101101010110101001	3
serial	111000001001100000111010101011111110	3
attend	111000001001100001001000110001011101	3
ethnic	1110000010011000001110001001011011	3
tenure	111000001001100001001011101100000001010	3
disclose	111000001001100000111100100011000100011100101	3
unknown	1110000010011000110011100001	3
Gridiron	11100000100110000001110111111001101	3
muted	1110000010011001100001100010010000111	3
homosexuals	11100000100110000011100000100011100010101	3
marketplace	1110000010011000001001001100111011111	3
respect	111000001001100000111101000101010110010000100	3
Exxon	1110000010011000000011111100111010	3
PLC	1110000010011100011110000010111000000	3
student	111000001001100000111010101011111111	3
excessive	111000001001100000110001011110101010	3
protesters	11100000100110010111111010	3
Sun	111000001001100000111111000101001001110	3
convicted	1110000010011000110001001000101100	3
Five	1110000010011000001110000010001110001011	3
fawn	1110000010011000010000110011111111011011	2
looking	11100000100110111011111010110100011	2
Ronald	11100000100110000011101111110001000111000	2
AIM	1110000010011000001110011101011011010001100111	2
BC-POPE-RETIRE-NYT	1110000010010100111001101000011110110100111110111100100001111000111	2
revised	111000001001100000011100011011001011	2
affiliated	1110000010011000001010100101111010100101010000	2
WARREN	11100000100110010110110100011	2
climbed	11100000100110010010010011000	2
Farther	1110000010011000001111010101001010010110010011	2
summons	111000001001101010100111110110	2
passport	11100000100110000011110100010101011001000011	2
populations	1110000010011000001010001011000111001111001000001111111	2
96	11100000100110000011000110110010101000	2
Brian	1110000010011000000100110111000011110	2
caution	1110000010011000101001111111110	2
reviewing	111000001001100000111001100010001000010011	2
Aloul	11100000100110000011001001110111001101110011010	2
effective	1110000010011000001111000110100000000101101110	2
youths	11100000100110000110100010100101000	2
wind	1110000010011000001111000000010001100110	2
1-10	111000001001100001010000011000	2
easier	11100000100110000011110010001110100111111101000	2
vouchers	11100000100110001110010010010	2
effects	1110000010011000100111010100000	2
BC-EDIT-SCOTUS-NYT	11100000100101011110	2
strategist	11100000100110000010001010011010100101110	2
Minge	111000001001100000111100101000101010100110	2
Kains	1110000010011000001111011111011101001010	2
legally	1110000010011000001100010111000111	2
Rania	111000001001100000111101000101100011011101111	2
888-346-9867	1110000010010001010111011010000010010011100001010	2
seminary	111000001001100000111100000000110001	2
feeling	11100000100110000011110001100100101010111	2
acquisition	1110000010011000100110100110111011	2
responsible	1110000010011010011000100101	2
Abdul	1110000010011000001110101011011100100001100010101011001111	2
meetings	11100000100111111001100000001111	2
lights	11100000100110000010101111010100001101100110111000	2
bust	1110000010011001011011010011	2
reversal	11100000100110000010011111001111111	2
mandatory	1110000010011000100000001110010100	2
campaigners	11100000100110000011110100010110001101110110	2
extend	111000001001100000111100110000011100111	2
Laura	11100000100110000010100001111110101101	2
argue	1110000010011000001011100110001110011	2
BUSH'S	11100000100000101000000011111	2
parents	11100000100110000001001010011111	2
doubts	1110000010011101101110001	2
campaigning	1110000010011000001110101001111	2
split	11100000100110100011101010101110110	2
Angeles	1110000010011001010111101001001	2
marched	11100000100110010001111011011010	2
Naturalization	111000001001100000110000110000010011010101001	2
financially	1110000010011000001111001100010011100001	2
previous	111000001001110000111001000	2
possibly	11100000100110111111101000001100	2
shadow	11100000100110000011110011010110011111100101	2
Korhogo	1110000010011000011010001010010101	2
Steven	111000001001100000100010001011110110010	2
crowd	11100000100110000000100110101100	2
Suspect	1110000010011000001001001000011001	2
bottom	111000001001100000111100011010000000010110110	2
shaken	1110000010011000011010100010	2
lacked	1110000010011000001111010011101100011100010010	2
